,facility,address,city,zip_cd,num_at_address,max_seats,phone,risk_level,last_inspect_date,inspect_score,cat,closed_est,year
3491,C & M CAFE,10640 WOODBINE ST UNIT 103,LOS ANGELES,90034,1,30,+13106941516,3,2016-11-23,93.0,,0,2016
3492,C & M CAFE,3272 MOTOR AVE,LOS ANGELES,90034,2,30,+1nan,2,2016-09-27,99.0,,0,2016
3493,C & M CAFE,5905 WILSHIRE BLVD,LOS ANGELES,90036,3,60,+1nan,1,2016-07-19,90.0,,0,2016
3494,C & M WESTWOOD GATEWAY,11111 SANTA MONICA BLVD,LOS ANGELES,90025,1,30,+13104774701,1,2016-05-26,98.0,,0,2016
3500,C W & CHRIS FISH & SHRIMP,6512 S WESTERN AVE,LOS ANGELES,90047,1,30,+1nan,3,2016-12-29,94.0,,0,2016
3505,C.O.D.,8408 W 3RD ST,LOS ANGELES,90048,2,60,+1nan,3,2016-11-29,90.0,,0,2016
3510,CA BREA,346 S LA BREA AVE,LOS ANGELES,90036,1,151,+1nan,3,2015-10-27,92.0,,1,2015
3513,CA SUSHI TERIYAKI,215 S MEDNIK AVE,LOS ANGELES,90022,1,30,+1nan,3,2016-12-16,91.0,,0,2016
3514,CA UNICA BAKERY,4126 WHITTIER BLVD,LOS ANGELES,90023,1,30,+13232624501,2,2016-10-18,93.0,,0,2016
3515,CA VA CA VA,5959 W CENTURY BLVD,LOS ANGELES,90045,1,60,+1nan,2,2016-05-24,94.0,,0,2016
3517,CABANAS RESTAURANTE,1003 S HILL ST,LOS ANGELES,90015,1,60,+1nan,3,2016-11-30,90.0,,0,2016
3518,CABBAGE PATCH,12531 BEATRICE ST,LOS ANGELES,90066,1,30,+1nan,2,2016-07-21,98.0,,0,2016
3520,CABBAGE PATCH,520 W 6TH ST,LOS ANGELES,90014,1,150,+1nan,3,2016-12-06,94.0,,0,2016
3524,CABO CANTINA,11829 WILSHIRE BLVD,LOS ANGELES,90025,1,150,+1nan,3,2016-09-01,90.0,,0,2016
3527,CABO CANTINA,6669 HOLLYWOOD BLVD,LOS ANGELES,90028,1,150,+13233662565,3,2016-12-15,97.0,,0,2016
3535,CACAO MEXICATESSEN,1576 COLORADO BLVD,LOS ANGELES,90041,1,30,+1nan,3,2016-09-07,94.0,,0,2016
3538,CACTUS MEXICAN FOOD,4370 BEVERLY BLVD,LOS ANGELES,90004,1,30,+1nan,3,2016-08-17,90.0,,0,2016
3540,CACTUS MEXICAN FOOD,950 N VINE ST,LOS ANGELES,90038,1,30,+1nan,3,2017-01-04,95.0,,0,2017
3545,CAESARS RESTAURANT,13000 S AVALON BLVD,LOS ANGELES,90061,1,60,+19167435215,3,2016-11-09,90.0,,0,2016
3548,CAFE & MOT,9786 W PICO BLVD,LOS ANGELES,90035,1,60,+1nan,3,2016-10-26,90.0,,0,2016
3549,CAFE 100,10100 STA MON BLVD,LOS ANGELES,90067,2,30,+1nan,3,2016-09-22,90.0,,0,2016
3551,CAFE 153,1125 3/4 WALL ST,LOS ANGELES,90015,1,30,+12137007317,3,2016-11-09,95.0,,0,2016
3554,CAFE 360,5230 PACIFIC CONCOURSE DR,LOS ANGELES,90045,1,30,+13103450028,3,2016-06-29,90.0,,0,2016
3555,CAFE 50S,11623 SANTA MONICA BLVD,LOS ANGELES,90025,1,150,+1nan,3,2016-08-30,90.0,,0,2016
3557,CAFE 50S,850 N VERMONT AVE,LOS ANGELES,90029,1,150,+12138409700,3,2016-07-25,80.0,,0,2016
3558,CAFE 5230,5230 PAC CONCORS DR,LOS ANGELES,90045,1,30,+1nan,3,2014-12-01,90.0,,1,2014
3559,CAFE 5901,5901 OLYMPIC BLVD,LOS ANGELES,90036,1,30,+13232153000,2,2016-07-26,94.0,,0,2016
3560,CAFE 5901,5901 W OLYMPIC BLVD,LOS ANGELES,90036,1,30,+13232153000,2,2016-04-27,93.0,,0,2016
3561,CAFE 606,606 S HILL ST,LOS ANGELES,90014,2,30,+12136277761,3,2014-03-10,96.0,,1,2014
3562,CAFE 606 DELI,606 S HILL ST,LOS ANGELES,90014,2,30,+12136277761,3,2016-10-19,95.0,,0,2016
3563,CAFE 607,607 HILL ST,LOS ANGELES,90014,1,30,+12136227000,2,2016-07-06,91.0,,0,2016
3568,CAFE 9,453 S SPRING ST,LOS ANGELES,90013,2,30,+12136234636,3,2016-12-02,94.0,,0,2016
3576,CAFE ALY,310 E PICO BLVD,LOS ANGELES,90015,1,30,+1nan,2,2016-07-06,97.0,,0,2016
3577,CAFE AMERICANO,4003 WILSHIRE BLVD,LOS ANGELES,90010,2,30,+12134273637,2,2016-07-07,93.0,,0,2016
3579,CAFE AMERICANO ON MELROSE,5770 MELROSE AVE,LOS ANGELES,90038,2,30,+12134074420,2,2016-09-13,98.0,,0,2016
3581,CAFE ANGELINO,8735 W 3RD ST,LOS ANGELES,90048,1,60,+1nan,3,2016-07-27,93.0,,0,2016
3582,CAFE ANKO,400 S WESTERN AVE,LOS ANGELES,90020,5,60,+12139265936,2,2014-10-16,93.0,,1,2014
3583,CAFE ANZIO,807 E 12TH ST,LOS ANGELES,90021,2,60,+1nan,3,2016-12-07,90.0,,0,2016
3584,CAFE AROMA,1015 CROCKER ST,LOS ANGELES,90021,1,30,+12137470003,3,2014-10-15,94.0,,1,2014
3585,CAFE AROMA,7801 MELROSE AVE,LOS ANGELES,90046,2,30,+13236532459,2,2016-04-26,84.0,,0,2016
3586,CAFE AT THE INED OF THE UNIV,2800 E OBSERVATORY AVE,LOS ANGELES,90027,1,150,+1nan,2,2016-10-26,90.0,,0,2016
3588,CAFE AVEC,3224 W OLYMPIC BLVD,LOS ANGELES,90006,2,60,+13237661022,3,2016-08-10,97.0,,0,2016
3589,CAFE AVEC,3224 W OLYMPIC BLVD 103,LOS ANGELES,90006,1,30,+13237661022,3,2014-10-06,90.0,,1,2014
3591,CAFE AZUCENA,4040 W WASHINGTON BLVD,LOS ANGELES,90018,1,30,+13233767096,3,2016-11-04,84.0,,0,2016
3595,CAFE BEAUJOLAIS,1712 COLORADO BLVD,LOS ANGELES,90041,1,150,+13232555111,3,2016-10-26,96.0,,0,2016
3599,CAFE BLEU,3470 W 6TH ST,LOS ANGELES,90020,15,150,+12133830189,3,2016-10-18,90.0,,0,2016
3603,CAFE BRASIL,11736 W WASHINGTON BLVD,LOS ANGELES,90066,1,150,+1nan,3,2016-09-22,92.0,,0,2016
3605,CAFE BRAZIL,10831 VENICE BLVD,LOS ANGELES,90034,1,60,+1nan,3,2016-12-08,96.0,,0,2016
3606,CAFE BRENTWOOD,150 S BARRINGTON AVE,LOS ANGELES,90049,1,30,+1nan,3,2016-10-19,97.0,,0,2016
3607,CAFE BRIO,11645 WILSHIRE BLVD,LOS ANGELES,90025,2,30,+13109665889,2,2016-09-15,97.0,,0,2016
3611,CAFE CALI,1015 S WALL ST,LOS ANGELES,90015,2,60,+12137492174,3,2015-08-18,95.0,,1,2015
3623,CAFE CHEZ MARIE,10681 SANTA MONICA BLVD,LOS ANGELES,90024,1,60,+1nan,2,2016-12-12,97.0,,0,2016
3625,CAFE CIELITO,3465 W 6TH ST,LOS ANGELES,90020,11,60,+12139052044,2,2016-12-12,90.0,,0,2016
3630,CAFE COLLAGE,606 S OLIVE ST,LOS ANGELES,90014,2,30,+12133890080,2,2016-07-12,92.0,,0,2016
3631,CAFE CON LECHE,1506 E 1ST ST,LOS ANGELES,90033,1,30,+13233544287,2,2015-10-21,87.0,,1,2015
3632,CAFE CONCERTO,610 S SERRANO AVE,LOS ANGELES,90005,1,150,+12137380909,3,2016-07-28,90.0,,0,2016
3635,CAFE CREOLE,3650 MARTIN LUTHER KING BLVD,LOS ANGELES,90008,3,30,+1nan,3,2016-12-13,96.0,,0,2016
3638,CAFE CREPE,800 N ALAMEDA SHL,LOS ANGELES,90012,1,30,+1nan,3,2016-11-08,96.0,,0,2016
3640,CAFE DAHAB,1638 SAWTELLE BLVD,LOS ANGELES,90025,1,150,+1nan,3,2016-11-22,96.0,,0,2016
3641,CAFE DAROO,1541 W OLYMPIC BLVD,LOS ANGELES,90015,1,30,+1nan,2,2015-01-29,82.0,,1,2015
3642,CAFE DE LECHE,5000 YORK BLVD,LOS ANGELES,90042,1,30,+1nan,2,2016-06-01,91.0,,0,2016
3648,CAFE DELI E PARK CENTRAL BLD,412 W 6TH ST,LOS ANGELES,90014,1,30,+15625560788,2,2015-05-18,94.0,,1,2015
3649,CAFE DELISHS,6100 WILSHIRE BLVD,LOS ANGELES,90048,1,30,+13239320483,2,2016-09-08,91.0,,0,2016
3652,CAFE DKB,3407 W 6TH ST,LOS ANGELES,90020,9,60,+12132108016,3,2014-03-06,95.0,,1,2014
3658,CAFE DULCE,134 S JAPANESE VILLAGE PLZ,LOS ANGELES,90021,1,30,+12133469910,3,2016-12-13,90.0,,0,2016
3661,CAFE ESQUINTA,401 E PICO BLVD,LOS ANGELES,90015,1,60,+12137180065,3,2016-06-14,94.0,,0,2016
3663,CAFE FELIZ,799 TOWNE AVE,LOS ANGELES,90021,1,30,+13109202783,3,2014-12-01,95.0,,1,2014
3665,CAFE FONTANA,620 S HARVARD BLVD,LOS ANGELES,90005,2,150,+1nan,1,2016-09-19,95.0,,0,2016
3667,CAFE G,3150 N SAN FERNANDO RD,LOS ANGELES,90065,1,150,+13235392015,3,2014-09-24,98.0,,1,2014
3668,CAFE GARDEN,681 S WESTERN AVE,LOS ANGELES,90005,2,60,+1nan,1,2016-09-08,90.0,,0,2016
3669,CAFE GIOIA,3055 WILSHIRE BLVD,LOS ANGELES,90010,1,60,+12133889882,3,2016-09-20,90.0,,0,2016
3670,CAFE GIVERNY,252 S OXFORD AVE,LOS ANGELES,90004,1,30,+12136370204,2,2016-07-05,95.0,,0,2016
3675,CAFE GRATITUDE,639 N LARCHMONT BLVD,LOS ANGELES,90004,1,150,+1nan,3,2016-12-09,90.0,,0,2016
3676,CAFE GRATITUDE ARTS DIST. LLC,300 S SANTA FE AVE,LOS ANGELES,90013,4,60,+12139295580,3,2016-11-08,93.0,,0,2016
3677,CAFE GREEN TEA,440 N LA CIENEGA BLVD,LOS ANGELES,90048,3,30,+13109098459,2,2015-10-01,94.0,,1,2015
3683,CAFE HILL,632 HILL ST,LOS ANGELES,90014,1,30,+12136241222,3,2015-06-05,90.0,,1,2015
3684,CAFE HOME,3377 WILSHIRE BLVD,LOS ANGELES,90010,10,60,+12133830102,2,2016-10-18,90.0,,0,2016
3688,CAFE JACKS,508 S WESTERN AVE,LOS ANGELES,90020,2,30,+12133658882,2,2016-09-20,90.0,,0,2016
3689,CAFE JMT,3663 W 6TH ST,LOS ANGELES,90020,2,30,+12135294080,3,2014-12-02,90.0,,1,2014
3691,CAFE KOROBKGUR,3464 W 8TH ST,LOS ANGELES,90005,1,150,+12133888818,3,2016-09-28,97.0,,0,2016
3695,CAFE LA/STARBUCKS,5155 STATE UNIVERSITY DR,LOS ANGELES,90032,1,60,+13233436793,1,2016-08-03,95.0,,0,2016
3696,CAFE LANIKAI,3435 WILSHIRE BLVD,LOS ANGELES,90010,9,30,+12134870106,3,2017-01-12,96.0,,0,2017
3697,CAFE LATTE,3130 W OLYMPIC BLVD,LOS ANGELES,90006,1,60,+13237344606,2,2016-12-16,95.5,,0,2016
3699,CAFE LOFT,3882 W 6TH ST,LOS ANGELES,90020,1,150,+1nan,2,2016-12-21,98.0,,0,2016
3701,CAFE LOS FELIZ,2118 HILLHURST AVE,LOS ANGELES,90027,1,30,+13236647111,2,2016-09-07,96.0,,0,2016
3702,CAFE LOS-FELIZ,2118 N HILLHURST AVE,LOS ANGELES,90027,1,30,+1nan,2,2014-09-08,97.0,,1,2014
3706,CAFE M,250 S ROSSMORE AVE,LOS ANGELES,90004,1,30,+13239648436,3,2017-01-10,95.0,,0,2017
3711,CAFE MAK BAKERY,612 1/2 SHATTO PL,LOS ANGELES,90005,1,60,+12132529298,2,2016-10-26,91.0,,0,2016
3713,CAFE MED,10833 LE CONTE AVE,LOS ANGELES,90024,2,151,+13107941958,3,2016-10-19,90.0,,0,2016
3715,CAFE MERMAID,3353 WILSHIRE BLVD,LOS ANGELES,90010,1,30,+1nan,2,2016-09-22,93.0,,0,2016
3716,CAFE MIDI,148 S LA BREA AVE,LOS ANGELES,90036,1,60,+1nan,3,2016-09-14,95.0,,0,2016
3717,CAFE MIRELLI,915 WILSHIRE BLVD,LOS ANGELES,90017,3,30,+12133272220,2,2015-06-30,97.0,,1,2015
3724,CAFE NELA,1906 CYPRESS AVE,LOS ANGELES,90065,1,60,+13234347179,1,2016-02-05,90.0,,0,2016
3729,CAFE OF PARIS,6399 WILSHIRE BLVD,LOS ANGELES,90048,1,30,+13236530513,2,2016-07-07,92.0,,0,2016
3732,CAFE OLA,3109 W OLYMPIC BLVD,LOS ANGELES,90006,5,30,+12136372375,2,2016-09-08,95.0,,0,2016
3738,CAFE PANAMERICANA,8781 W PICO BLVD,LOS ANGELES,90035,2,30,+13102838812,2,2016-12-08,94.0,,0,2016
3739,CAFE PARADOX,1032 S FAIRFAX AVE,LOS ANGELES,90019,1,30,+13239652158,2,2016-08-23,100.0,,0,2016
3740,CAFE PICFAIR,5450 PICO BLVD,LOS ANGELES,90019,1,60,+13108901199,3,2014-03-20,94.0,,1,2014
3742,CAFE PINOT,700 W 5TH ST,LOS ANGELES,90071,1,151,+1nan,3,2016-07-07,93.0,,0,2016
3746,CAFE PRIMO,612 S FLOWER ST,LOS ANGELES,90017,3,150,+12138955013,3,2016-11-01,90.0,,0,2016
3753,CAFE ROCKENWAGNER,1168 BARRINGTON AVE,LOS ANGELES,90049,1,150,+13104786313,3,2014-10-24,95.0,,1,2014
3757,CAFE SAINT MICHAEL,201 N LOS ANGELES ST,LOS ANGELES,90012,10,30,+1nan,2,2014-02-28,95.0,,1,2014
3758,CAFE SCENT,3680 WILSHIRE BLVD,LOS ANGELES,90010,12,150,+1nan,2,2016-09-09,91.0,,0,2016
3759,CAFE SEOUL NANDARANG,3815 W 6TH ST,LOS ANGELES,90020,1,150,+1nan,3,2016-12-08,90.0,,0,2016
3761,CAFE SICILY,5001 WILSHIRE BLVD,LOS ANGELES,90036,6,30,+13237045541,2,2015-10-14,90.0,,1,2015
3763,CAFE SPOT,3324 W 6TH ST,LOS ANGELES,90020,6,60,+1nan,2,2016-09-01,81.0,,0,2016
3765,CAFE SPROUT,1300 S SAN PEDRO ST,LOS ANGELES,90015,5,30,+1nan,2,2014-05-14,94.0,,1,2014
3766,CAFE SPROUTS,1300 S SAN PEDRO ST,LOS ANGELES,90015,5,30,+13237310759,2,2016-07-05,98.0,,0,2016
3767,CAFE STELLA,3932 W SUNSET BLVD,LOS ANGELES,90027,1,30,+1nan,3,2016-10-27,90.0,,0,2016
3768,CAFE SUGAR,2735 W TEMPLE ST,LOS ANGELES,90026,1,150,+12136636060,3,2016-10-20,91.0,,0,2016
3771,CAFE SUSHI,8459 BEVERLY BLVD,LOS ANGELES,90048,2,150,+1nan,3,2015-06-02,93.0,,1,2015
3772,CAFE SUWARNIE,4057 W 3RD ST,LOS ANGELES,90020,1,30,+12133803208,3,2016-10-26,83.0,,0,2016
3773,CAFE TAKE 5,328 E 1ST ST,LOS ANGELES,90012,2,30,+1nan,2,2016-08-23,93.0,,0,2016
3779,CAFE THEATER,419 7TH ST,LOS ANGELES,90014,1,30,+12133623333,3,2014-11-13,87.0,,1,2014
3780,CAFE TOUBA,2065 W 6TH ST,LOS ANGELES,90057,1,30,+12134837000,2,2016-07-22,98.0,,0,2016
3781,CAFE TROPICAL,2900 W SUNSET BLVD,LOS ANGELES,90026,1,60,+13236618391,2,2016-12-07,91.0,,0,2016
3787,CAFE VERONA,201 S LA BREA AVE,LOS ANGELES,90036,1,60,+1nan,3,2016-10-04,83.0,,0,2016
3793,CAFE WILSHIRE,1138 WILSHIRE BLVD,LOS ANGELES,90017,1,150,+1nan,3,2014-06-02,97.0,,1,2014
3795,CAFE WITHIN AN ART GALLERY,3850 WILSHIRE BLVD,LOS ANGELES,90010,1,60,+13104658135,2,2016-11-15,95.0,,0,2016
3802,CAFE ZETA,2223 N BROADWAY,LOS ANGELES,90031,1,30,+1nan,1,2016-09-15,90.0,,0,2016
3805,CAFECITO,4726 S HUNTINGTON DR,LOS ANGELES,90032,1,30,+1nan,2,2016-10-26,85.0,,0,2016
3808,CAFECITO ORGANICO,534 N HOOVER ST,LOS ANGELES,90004,1,60,+12135503738,1,2016-01-25,96.0,,0,2016
3815,CAFFE BARISTA,3600 WILSHIRE BLVD,LOS ANGELES,90010,3,30,+1nan,2,2016-11-16,95.0,,0,2016
3820,CAFFE BENE,3287 WILSHIRE BLVD,LOS ANGELES,90010,1,150,+12132358949,3,2016-11-22,93.5,,0,2016
3821,CAFFE BENE,611 S WESTERN AVE,LOS ANGELES,90005,1,150,+12133899494,3,2016-11-02,90.0,,0,2016
3825,CAFFE DELIZIOSO,4727 WILSHIRE BLVD,LOS ANGELES,90010,1,30,+1nan,2,2016-10-04,93.0,,0,2016
3827,CAFFE ETC,6371 SELMA AVE,LOS ANGELES,90028,1,30,+1nan,2,2016-08-16,96.0,,0,2016
3830,CAFFE LATTE,6254 WILSHIRE BLVD,LOS ANGELES,90048,1,60,+1nan,3,2016-11-01,93.0,,0,2016
3831,CAFFE LUXXE,11973 SAN VICENTE BLVD,LOS ANGELES,90049,1,30,+1nan,1,2016-01-06,95.0,,0,2016
3834,CAFFE MODERNA,7607 S MAIN ST,LOS ANGELES,90003,1,30,+13237896781,1,2016-12-06,95.0,,0,2016
3835,CAFFE PARAGGI,1888 CENTURY PARK E,LOS ANGELES,90035,5,30,+13105531888,2,2016-01-14,93.0,,0,2016
3836,CAFFE PARAGGI,1888 CENTURY PARK E,LOS ANGELES,90067,5,30,+13108925727,2,2016-09-28,90.0,,0,2016
3837,CAFFE PRIMO,6374 W SUNSET BLVD,LOS ANGELES,90028,2,60,+1nan,3,2016-08-26,90.0,,0,2016
3840,CAFFE VITA,4459 W SUNSET BLVD,LOS ANGELES,90027,1,60,+13236636340,2,2016-11-30,92.0,,0,2016
3849,CAKE BAR,8744 W 3RD ST,LOS ANGELES,90048,3,30,+13108888804,1,2014-10-01,90.0,,1,2014
3851,CAKE HOUSE,3250 W OLYMPIC BLVD,LOS ANGELES,90006,21,30,+1nan,2,2016-08-17,88.0,,0,2016
3852,CAKE HOUSE,3500 W 6TH ST,LOS ANGELES,90006,25,60,+13237300868,3,2016-12-08,92.0,,0,2016
3853,CAKE HOUSE,440 S VERMONT AVE,LOS ANGELES,90020,4,30,+13237300868,2,2016-11-14,94.0,,0,2016
3855,CAKE HOUSE-DONG BANG MI IN,3250 W OLYMPIC BLVD,LOS ANGELES,90006,21,30,+13237310808,2,2016-08-17,97.0,,0,2016
3856,CAKE MIX/ CHARM CAKES,8300 MELROSE AVE,LOS ANGELES,90069,1,30,+13107499710,1,2016-08-12,97.0,,0,2016
3857,CAKE MONKEY,7807 BEVERLY BLVD,LOS ANGELES,90036,2,30,+13239321142,2,2016-07-28,95.0,,0,2016
3858,CAKE STUDIO,315 GLENDALE BLVD,LOS ANGELES,90026,1,30,+1nan,2,2015-05-04,95.0,,1,2015
3866,CAL CAFE & BILLARES,5128 E WHITTIER BLVD,LOS ANGELES,90023,1,60,+1nan,1,2016-08-31,94.0,,0,2016
3877,CALI MEX DELICATESEN,711 1/2 S KERN AVE,LOS ANGELES,90022,2,30,+1nan,3,2016-03-14,93.0,,0,2016
3885,CALIF PIZZA KITCHEN,1001 S BROXTON AVE,LOS ANGELES,90024,1,150,+1nan,3,2016-10-03,90.0,,0,2016
3887,CALIF PIZZA KITCHEN,11677 SAN VICENTE BLVD SP 21,LOS ANGELES,90049,1,150,+1nan,3,2016-12-08,90.0,,0,2016
3888,CALIF PIZZA KITCHEN,121 N LA CIENEGA BLVD,LOS ANGELES,90048,5,150,+1nan,3,2016-01-26,90.0,,0,2016
3894,CALIF PIZZA KITCHEN,330 S HOPE ST,LOS ANGELES,90071,14,151,+1nan,3,2016-12-08,95.0,,0,2016
3901,CALIF PIZZA KITCHEN #,735 S FIGUEROA ST,LOS ANGELES,90017,21,151,+1nan,3,2016-09-16,96.0,,0,2016
3907,CALIFORNIA BOWL,706 N VERMONT AVE,LOS ANGELES,90029,1,60,+1nan,3,2016-12-08,94.0,,0,2016
3912,CALIFORNIA BURRITO GRILL,4059 W 3RD ST,LOS ANGELES,90020,2,30,+12133897770,3,2013-09-19,83.0,,1,2013
3916,CALIFORNIA CANTEEN,3311 W CAHUENGA BLVD W,LOS ANGELES,90068,1,60,+1nan,3,2015-01-14,95.0,,1,2015
3919,CALIFORNIA CHICKEN CAFE,2005 WESTWOOD BLVD,LOS ANGELES,90025,1,60,+1nan,3,2016-11-28,99.0,,0,2016
3923,CALIFORNIA CHICKEN CAFE,6805 MELROSE AVE,LOS ANGELES,90038,1,60,+1nan,3,2017-01-09,92.0,,0,2017
3930,CALIFORNIA COMMERCE CLUB,6131 TELEGRAPH RD,LOS ANGELES,90040,3,60,+13237212100,3,2015-04-01,95.0,,1,2015
3932,CALIFORNIA CRISP,8500 N BEVERLY BLVD,LOS ANGELES,90048,1,60,+1nan,3,2014-01-23,95.0,,1,2014
3934,CALIFORNIA DINING METRO CAFE,1 GATEWAY PLZ FL 3RD F,LOS ANGELES,90012,1,151,+12139226330,3,2016-11-16,92.0,,0,2016
3938,CALIFORNIA DONUTS,3540 W 3RD ST,LOS ANGELES,90020,1,30,+1nan,2,2016-09-14,92.0,,0,2016
3939,CALIFORNIA DONUTS,5753 HOLLYWOOD BLVD,LOS ANGELES,90028,1,30,+13238710778,2,2016-08-18,92.0,,0,2016
3940,CALIFORNIA DONUTS,801 S ALVARADO ST,LOS ANGELES,90057,1,30,+1nan,2,2016-07-15,95.0,,0,2016
3950,CALIFORNIA FRESH FOOD,2000 WESTWOOD BLVD,LOS ANGELES,90025,1,60,+1nan,3,2016-11-28,94.0,,0,2016
3951,CALIFORNIA GOGI,3742 S FIGUEROA ST,LOS ANGELES,90007,2,30,+12132472665,3,2016-12-14,95.0,,0,2016
3956,CALIFORNIA GRILL RESTAURANT,800 N VIRGIL AVE,LOS ANGELES,90029,1,30,+13236600427,3,2017-01-09,100.0,,0,2017
3959,CALIFORNIA KABOB KITCHEN,141 W 11TH ST,LOS ANGELES,90015,1,60,+12137479500,3,2016-11-08,94.0,,0,2016
3960,CALIFORNIA MARKET - BANCHAN KITCHEN,450 S WESTERN AVE,LOS ANGELES,90020,5,30,+12133829444,3,2016-08-15,90.0,,0,2016
3961,CALIFORNIA MARKET GIM BAP & UDON,450 S WESTERN AVE,LOS ANGELES,90020,5,30,+12135683128,3,2016-09-29,90.0,,0,2016
3962,CALIFORNIA MARKET GIMBAP & UDON,833 S WESTERN AVE,LOS ANGELES,90005,5,60,+12133888010,3,2015-03-17,81.0,,1,2015
3963,CALIFORNIA MEXICAN GRILL,11106 W OLYMPIC BLVD,LOS ANGELES,90064,1,30,+1nan,3,2016-07-27,91.0,,0,2016
3966,CALIFORNIA PITA,201 N LOS ANGELES ST,LOS ANGELES,90012,10,150,+1nan,2,2016-09-07,90.0,,0,2016
3969,CALIFORNIA PITA GRILL,12001 WILSHIRE BLVD,LOS ANGELES,90025,1,60,+13104786200,3,2017-01-04,92.0,,0,2017
3979,CALIFORNIA ROLL & SUSHI,2919 LOS FELIZ BLVD,LOS ANGELES,90039,5,30,+1nan,3,2016-11-01,90.0,,0,2016
3983,CALIFORNIA ROLL & SUSHI FISH,125 N LARCHMONT BLVD,LOS ANGELES,90004,1,60,+1nan,3,2016-10-18,91.0,,0,2016
3984,CALIFORNIA ROLL & SUSHI FISH,2081 N HILLHURST AVE,LOS ANGELES,90027,1,30,+1nan,3,2017-01-04,94.0,,0,2017
3986,CALIFORNIA ROLL FACTORY,11629 SANTA MONICA BLVD,LOS ANGELES,90025,1,30,+13109962366,3,2016-09-07,90.0,,0,2016
3988,CALIFORNIA SALSA,201 N LOS ANGELES ST,LOS ANGELES,90012,10,60,+12139724099,3,2016-09-07,95.0,,0,2016
3990,CALIFORNIA SCIENCE CTR IMAX,700 STATE DR,LOS ANGELES,90037,2,30,+1nan,2,2016-12-19,98.0,,0,2016
3993,CALIFORNIA STEAK & FRIES,11810 WILMINGTON AVE,LOS ANGELES,90059,1,30,+13235632800,3,2016-12-28,94.0,,0,2016
3996,CALIFORNIA STEAK AND FRIES,3745 S LA BREA AVE,LOS ANGELES,90016,3,30,+1nan,3,2017-01-12,94.0,,0,2017
3997,CALIFORNIA SUSHI & TARIYAKI,2518 S FIGUEROA ST,LOS ANGELES,90007,2,30,+12137471187,3,2017-01-17,95.0,,0,2017
4001,CALIFORNIA SUSHI & TERIYAKI,2518 S FIGUEROA ST,LOS ANGELES,90007,2,30,+12137471187,3,2016-07-26,92.0,,0,2016
4005,CALIFORNIA SUSHI KITCHEN,350 S GRAND AVE,LOS ANGELES,90071,9,30,+12136210330,2,2014-11-13,92.0,,1,2014
4008,CALIFORNIA WINGS CAFE,1649 N CAHUENGA BLVD,LOS ANGELES,90028,1,60,+1nan,3,2016-10-19,93.0,,0,2016
4010,CALIFORNIA WOK,8520 W 3RD ST,LOS ANGELES,90048,1,30,+1nan,3,2016-07-28,90.0,,0,2016
4016,CALIMEX DELI,711 1/2 S KERN AVE,LOS ANGELES,90022,2,30,+13232617271,3,2016-08-29,92.0,,0,2016
4017,CALIS,534 S WESTMORELAND AVE,LOS ANGELES,90020,2,30,+12139995996,3,2016-07-26,92.0,,0,2016
4025,CAMBONESE EXPRESS,2331 E 4TH ST,LOS ANGELES,90033,2,30,+12132803516,3,2016-10-25,91.0,,0,2016
4027,CAMILAS COFFEE & SNACKS,1911 E GAGE AVE J-6,LOS ANGELES,90001,1,30,+13236366174,2,2016-04-29,93.0,,0,2016
4029,CAMILOS RESTAURANT,2128 COLORADO BLVD,LOS ANGELES,90041,1,60,+1nan,3,2016-09-07,90.0,,0,2016
4033,CAMINO REAL AL SAUL,1704 N EASTERN AVE,LOS ANGELES,90032,4,30,+1nan,3,2014-01-13,92.0,,1,2014
4035,CAMMILLERI CAFE,635 DOWNEY WAY,LOS ANGELES,90089,1,30,+1nan,2,2016-11-15,98.0,,0,2016
4038,CAMPAGNOLA,1553 WESTWOOD BLVD,LOS ANGELES,90024,3,150,+1nan,3,2014-01-28,94.0,,1,2014
4039,CAMPERS CORNER BAR,724 E 7TH ST,LOS ANGELES,90021,1,60,+1nan,1,2015-05-21,98.0,,1,2015
4040,CAMPOS,2639 S ROBERTSON BLVD,LOS ANGELES,90039,1,60,+1nan,3,2017-01-12,90.0,,0,2017
4044,CAMPOS TACOS,11622 VENICE BLVD,LOS ANGELES,90066,1,60,+1nan,3,2016-08-17,94.0,,0,2016
4045,CAMPOS TACOS,13322 W WASHINGTON BLVD,LOS ANGELES,90066,2,30,+1nan,3,2016-08-11,94.0,,0,2016
4049,CAMYS GRILL,3339 WILSHIRE BLVD,LOS ANGELES,90010,1,60,+12133853217,3,2016-08-22,93.0,,0,2016
4060,CANCUN RESTAURANT,5219 E BEVERLY BLVD,LOS ANGELES,90022,1,60,+13238888899,1,2016-04-04,96.0,,0,2016
4062,CANDELA TACO BAR,831 S LA BREA AVE,LOS ANGELES,90036,1,151,+1nan,3,2016-09-21,97.0,,0,2016
4063,CANDELARIA,3451 W 6TH ST,LOS ANGELES,90020,1,150,+19178058368,3,2016-09-01,90.0,,0,2016
4066,CANDILEJAS CAFE,3425 E 1ST ST,LOS ANGELES,90033,16,30,+13232664043,2,2016-12-12,90.0,,0,2016
4076,CANELA COCIPA LATINA,12326 1/2 VENICE BLVD,LOS ANGELES,90066,2,30,+13103130871,3,2017-01-10,97.0,,0,2017
